N,Time,X_pos,Y_pos,Value
647,47:47,-8.0,0.8975,0.1096242
648,47:49,-8.0,0.91,0.1076574
649,47:52,-8.0,0.92,0.108725
650,47:55,-8.0,0.93,0.108624
651,47:58,-8.0,0.9375,0.10876240000000001
652,48:00,-8.0,0.9475,0.1080624
653,48:03,-8.0,0.9575,0.1081554
654,48:06,-8.0,0.97,0.1106352
655,48:09,-8.0,0.98,0.1082706
656,48:11,-8.0,0.99,0.1095562
657,48:14,-8.0,1.0,0.108392
658,48:17,-8.0,1.0075,0.1102764
659,48:19,-8.0,1.0175,0.108622
660,48:22,-8.0,1.0275,0.109849
661,48:25,-8.0,1.0375,0.11360579999999999
662,48:28,-8.0,1.0475,0.112319
663,48:30,-8.0,1.0575,0.1067548
664,48:33,-8.0,1.07,0.1101872
665,48:36,-8.0,1.08,0.1106456
666,48:38,-8.0,1.09,0.1078646
667,48:41,-8.0,1.1,0.1100714
668,48:55,-9.0,0.4375,0.0212933
669,48:58,-9.0,0.4475,0.017214319999999998
670,49:01,-9.0,0.46,0.014014780000000001
671,49:03,-9.0,0.4675,0.01440244
672,49:06,-9.0,0.4775,0.01532944
673,49:09,-9.0,0.49,0.01473778
674,49:12,-9.0,0.5,0.01632996
675,49:16,-9.0,0.5075,0.01242674
676,49:19,-9.0,0.5175,0.01572542
677,49:22,-9.0,0.5275,0.0145672
678,49:25,-9.0,0.54,0.01412062
679,49:27,-9.0,0.55,0.01458032
680,49:30,-9.0,0.56,0.01512874
681,49:32,-9.0,0.5675,0.01336134
682,49:35,-9.0,0.5775,0.01654498
683,49:38,-9.0,0.5875,0.01891638
684,49:40,-9.0,0.6,0.01369586
685,49:43,-9.0,0.61,0.0143947
686,49:45,-9.0,0.62,0.01350522
687,49:48,-9.0,0.6275,0.017553700000000002
688,49:51,-9.0,0.6375,0.01219884
689,49:54,-9.0,0.6475,0.01472286
690,49:56,-9.0,0.66,0.010372788
691,49:59,-9.0,0.67,0.01739944
692,50:02,-9.0,0.68,0.01500374
693,50:04,-9.0,0.6875,0.01669992
694,50:07,-9.0,0.6975,0.01902172
695,50:10,-9.0,0.7075,0.02241754
696,50:13,-9.0,0.72,0.02332456
697,50:15,-9.0,0.73,0.03124944
698,50:18,-9.0,0.74,0.03851432
699,50:20,-9.0,0.75,0.0432196
700,50:23,-9.0,0.7575,0.04881722
701,50:25,-9.0,0.7675,0.058558320000000004
702,50:27,-9.0,0.7775,0.06798504
703,50:29,-9.0,0.79,0.07400026
704,50:32,-9.0,0.8,0.08612697999999999
705,50:34,-9.0,0.81,0.08878252
706,50:36,-9.0,0.8175,0.09185648
707,50:38,-9.0,0.8275,0.09434453999999999
708,50:41,-9.0,0.8375,0.10048772
709,50:43,-9.0,0.85,0.1010684
710,50:45,-9.0,0.86,0.1041378
711,50:48,-9.0,0.87,0.1074644
712,50:50,-9.0,0.8775,0.1027102
713,50:52,-9.0,0.8875,0.1051528
714,50:55,-9.0,0.8975,0.1067148
715,50:58,-9.0,0.91,0.1071574
716,51:01,-9.0,0.92,0.1070046
717,51:04,-9.0,0.93,0.105475
718,51:07,-9.0,0.9375,0.1082306
719,51:10,-9.0,0.9475,0.1079318
720,51:14,-9.0,0.9575,0.1020978
721,51:17,-9.0,0.97,0.10748680000000001
722,51:19,-9.0,0.98,0.1076294
723,51:21,-9.0,0.99,0.1051494
724,51:24,-9.0,1.0,0.1059438
725,51:26,-9.0,1.0075,0.1041852
726,51:28,-9.0,1.0175,0.1071492
727,51:31,-9.0,1.0275,0.10028418
728,51:33,-9.0,1.0375,0.1044676
729,51:35,-9.0,1.0475,0.1068436
730,51:37,-9.0,1.0575,0.105766
731,51:40,-9.0,1.07,0.1053848
732,51:42,-9.0,1.08,0.1045872
733,51:44,-9.0,1.09,0.1043764
734,51:47,-9.0,1.1,0.1032668
735,52:01,-10.0,0.4175,0.017529259999999998
736,52:03,-10.0,0.43,0.0136191
737,52:07,-10.0,0.4375,0.01223694
738,52:10,-10.0,0.4475,0.01015901
739,52:13,-10.0,0.46,0.009036926
740,52:15,-10.0,0.4675,0.009496816
741,52:18,-10.0,0.4775,0.01164348
742,52:20,-10.0,0.49,0.007713778
743,52:23,-10.0,0.5,0.01377454
744,52:25,-10.0,0.5075,0.0113085
745,52:27,-10.0,0.5175,0.01101231
746,52:30,-10.0,0.5275,0.008743078
747,52:32,-10.0,0.54,0.01133394
748,52:34,-10.0,0.55,0.009315188
749,52:37,-10.0,0.56,0.007851592
750,52:39,-10.0,0.5675,0.01139118
751,52:41,-10.0,0.5775,0.01035542
752,52:44,-10.0,0.5875,0.01073406
753,52:46,-10.0,0.6,0.011044769999999999
754,52:48,-10.0,0.61,0.01152398
755,52:51,-10.0,0.62,0.01313414
756,52:53,-10.0,0.6275,0.01318254
757,52:56,-10.0,0.6375,0.010248696
758,52:58,-10.0,0.6475,0.0119974
759,53:01,-10.0,0.66,0.00817899
760,53:04,-10.0,0.67,0.013146999999999999
761,53:07,-10.0,0.68,0.01609946
762,53:10,-10.0,0.6875,0.01902876
763,53:12,-10.0,0.6975,0.01992076
764,53:15,-10.0,0.7075,0.02185888
765,53:18,-10.0,0.72,0.0256016
766,53:21,-10.0,0.73,0.03604172
767,53:24,-10.0,0.74,0.0455529
768,53:27,-10.0,0.75,0.047767699999999996
769,53:29,-10.0,0.7575,0.05711442
770,53:32,-10.0,0.7675,0.0658062
771,53:35,-10.0,0.7775,0.07414484
772,53:37,-10.0,0.79,0.08275638
773,53:40,-10.0,0.8,0.08398462
774,53:42,-10.0,0.81,0.09289392
775,53:45,-10.0,0.8175,0.0942136
776,53:48,-10.0,0.8275,0.09236504
777,53:51,-10.0,0.8375,0.09843674
778,53:54,-10.0,0.85,0.09998484
779,53:58,-10.0,0.86,0.1029672
780,54:00,-10.0,0.87,0.1072342
781,54:03,-10.0,0.8775,0.0999896
782,54:06,-10.0,0.8875,0.10061448
783,54:08,-10.0,0.8975,0.10168534
784,54:11,-10.0,0.91,0.10080678
785,54:14,-10.0,0.92,0.10226381999999999
786,54:16,-10.0,0.93,0.1031924
787,54:19,-10.0,0.9375,0.1033912
788,54:22,-10.0,0.9475,0.10180538
789,54:25,-10.0,0.9575,0.1030496
790,54:27,-10.0,0.97,0.10119358
791,54:31,-10.0,0.98,0.0978741
792,54:33,-10.0,0.99,0.09776618
793,54:36,-10.0,1.0,0.10298500000000001
794,54:39,-10.0,1.0075,0.09990174
795,54:41,-10.0,1.0175,0.1031464
796,54:44,-10.0,1.0275,0.103665
797,54:47,-10.0,1.0375,0.1020086
798,54:49,-10.0,1.0475,0.1031646
799,54:52,-10.0,1.0575,0.10485219999999999
800,54:55,-10.0,1.07,0.10269260000000001
801,54:58,-10.0,1.08,0.1041136
802,55:00,-10.0,1.09,0.10234120000000001
803,55:15,-11.0,0.4075,0.01415404
804,55:18,-11.0,0.4175,0.010430082
805,55:20,-11.0,0.43,0.01031282
806,55:23,-11.0,0.4375,0.01228654
807,55:25,-11.0,0.4475,0.011019
808,55:28,-11.0,0.46,0.01005715
809,55:31,-11.0,0.4675,0.011441362
810,55:34,-11.0,0.4775,0.009223034
811,55:36,-11.0,0.49,0.008596262
812,55:39,-11.0,0.5,0.01091872
813,55:41,-11.0,0.5075,0.007813982
814,55:44,-11.0,0.5175,0.008693796
815,55:46,-11.0,0.5275,0.009195542
816,55:49,-11.0,0.54,0.00790046
817,55:52,-11.0,0.55,0.011629638
818,55:55,-11.0,0.56,0.01244094
819,55:58,-11.0,0.5675,0.008753414
820,56:00,-11.0,0.5775,0.010033238
821,56:03,-11.0,0.5875,0.01364162
822,56:05,-11.0,0.6,0.010553738
823,56:08,-11.0,0.61,0.007800474
824,56:11,-11.0,0.62,0.01256664
825,56:13,-11.0,0.6275,0.008532682
826,56:16,-11.0,0.6375,0.01177838
827,56:19,-11.0,0.6475,0.01355994
828,56:22,-11.0,0.66,0.013746
829,56:24,-11.0,0.67,0.016264419999999998
830,56:27,-11.0,0.68,0.01952384
831,56:30,-11.0,0.6875,0.02394512
832,56:32,-11.0,0.6975,0.02494028
833,56:36,-11.0,0.7075,0.03379756
834,56:39,-11.0,0.72,0.03652024
835,56:42,-11.0,0.73,0.04410372
836,56:44,-11.0,0.74,0.05107918
837,56:47,-11.0,0.75,0.05648062
838,56:50,-11.0,0.7575,0.06565372
839,56:53,-11.0,0.7675,0.07177098
840,56:55,-11.0,0.7775,0.08032326
841,56:58,-11.0,0.79,0.0866358
842,57:01,-11.0,0.8,0.09013174
843,57:03,-11.0,0.81,0.093868
844,57:06,-11.0,0.8175,0.09708562
845,57:09,-11.0,0.8275,0.09748612
846,57:12,-11.0,0.8375,0.1018834
847,57:15,-11.0,0.85,0.1031366
848,57:18,-11.0,0.86,0.10179466
849,57:21,-11.0,0.87,0.10346
850,57:23,-11.0,0.8775,0.1045878
851,57:26,-11.0,0.8875,0.105562
852,57:29,-11.0,0.8975,0.1042642
853,57:32,-11.0,0.91,0.10611380000000001
854,57:35,-11.0,0.92,0.105502
855,57:38,-11.0,0.93,0.1084124
856,57:41,-11.0,0.9375,0.10640580000000001
857,57:44,-11.0,0.9475,0.1061978
858,57:47,-11.0,0.9575,0.1065594
859,57:49,-11.0,0.97,0.1064232
860,57:52,-11.0,0.98,0.1071598
861,57:54,-11.0,0.99,0.10502739999999999
862,57:56,-11.0,1.0,0.10519680000000001
863,57:59,-11.0,1.0075,0.1053858
864,58:01,-11.0,1.0175,0.1057056
865,58:03,-11.0,1.0275,0.1068818
866,58:05,-11.0,1.0375,0.106954
867,58:08,-11.0,1.0475,0.1051724
868,58:10,-11.0,1.0575,0.10716719999999999
869,58:12,-11.0,1.07,0.10809780000000001
870,58:15,-11.0,1.08,0.1059256
871,58:29,-12.0,0.3875,0.01758634
872,58:31,-12.0,0.4,0.0172062
873,58:34,-12.0,0.4075,0.0144384
874,58:37,-12.0,0.4175,0.012045759999999999
875,58:40,-12.0,0.43,0.0136863
876,58:42,-12.0,0.4375,0.011599607999999999
877,58:45,-12.0,0.4475,0.01429794
878,58:48,-12.0,0.46,0.012436299999999999
879,58:50,-12.0,0.4675,0.01400714
880,58:53,-12.0,0.4775,0.010515878
881,58:56,-12.0,0.49,0.01415102
882,58:59,-12.0,0.5,0.011669648
883,59:01,-12.0,0.5075,0.010953424
884,59:04,-12.0,0.5175,0.01545846
885,59:07,-12.0,0.5275,0.0122986
886,59:09,-12.0,0.54,0.01394756
887,59:12,-12.0,0.55,0.01375462
888,59:15,-12.0,0.56,0.010825494
889,59:18,-12.0,0.5675,0.01400288
890,59:20,-12.0,0.5775,0.01384522
891,59:23,-12.0,0.5875,0.01321292
892,59:25,-12.0,0.6,0.01370244
893,59:27,-12.0,0.61,0.01436806
894,59:30,-12.0,0.62,0.01540072
895,59:32,-12.0,0.6275,0.01663818
896,59:34,-12.0,0.6375,0.01537412
897,59:36,-12.0,0.6475,0.01902736
898,59:39,-12.0,0.66,0.02146068
899,59:41,-12.0,0.67,0.02285426
900,59:43,-12.0,0.68,0.02467076
901,59:45,-12.0,0.6875,0.02832188
902,59:48,-12.0,0.6975,0.03255722
903,59:50,-12.0,0.7075,0.03750182
904,59:53,-12.0,0.72,0.04509498
905,59:55,-12.0,0.73,0.0518899
906,59:58,-12.0,0.74,0.05716372
907,00:01,-12.0,0.75,0.06389504
908,00:03,-12.0,0.7575,0.07617306
909,00:06,-12.0,0.7675,0.07885658
910,00:09,-12.0,0.7775,0.08403606
911,00:11,-12.0,0.79,0.08704622000000001
912,00:15,-12.0,0.8,0.09708894
913,00:17,-12.0,0.81,0.0952501
914,00:20,-12.0,0.8175,0.10109086
915,00:22,-12.0,0.8275,0.101297
916,00:25,-12.0,0.8375,0.1059428
917,00:28,-12.0,0.85,0.1052418
918,00:30,-12.0,0.86,0.1067678
919,00:33,-12.0,0.87,0.1080302
920,00:35,-12.0,0.8775,0.105985
921,00:38,-12.0,0.8875,0.108649
922,00:41,-12.0,0.8975,0.1081742
923,00:43,-12.0,0.91,0.1092572
924,00:46,-12.0,0.92,0.107294
925,00:48,-12.0,0.93,0.1062332
926,00:51,-12.0,0.9375,0.1092186
927,00:54,-12.0,0.9475,0.1073986
928,00:56,-12.0,0.9575,0.109342
929,00:59,-12.0,0.97,0.10665
930,01:01,-12.0,0.98,0.1107504
931,01:04,-12.0,0.99,0.1094002
932,01:07,-12.0,1.0,0.1068292
933,01:09,-12.0,1.0075,0.1089548
934,01:12,-12.0,1.0175,0.108996
935,01:14,-12.0,1.0275,0.1097764
936,01:17,-12.0,1.0375,0.1086386
937,01:20,-12.0,1.0475,0.1099146
938,01:22,-12.0,1.0575,0.10707
939,01:25,-12.0,1.07,0.1091298
940,01:28,-12.0,1.08,0.1085574
941,01:30,-12.0,1.09,0.1082438
942,01:44,-13.0,0.3775,0.01787222
943,01:46,-13.0,0.3875,0.01599998
944,01:49,-13.0,0.4,0.01474888
945,01:52,-13.0,0.4075,0.01563074
946,01:54,-13.0,0.4175,0.014747119999999999
947,01:57,-13.0,0.43,0.01244108
948,01:59,-13.0,0.4375,0.01437598
949,02:02,-13.0,0.4475,0.01291676
950,02:05,-13.0,0.46,0.014235020000000001
951,02:07,-13.0,0.4675,0.01590758
952,02:10,-13.0,0.4775,0.01398972
953,02:12,-13.0,0.49,0.013856180000000001
954,02:14,-13.0,0.5,0.01434918
955,02:17,-13.0,0.5075,0.01477844
956,02:19,-13.0,0.5175,0.01535988
957,02:22,-13.0,0.5275,0.0158231
958,02:25,-13.0,0.54,0.012261112
959,02:28,-13.0,0.55,0.0153786
960,02:30,-13.0,0.56,0.012723719999999999
961,02:33,-13.0,0.5675,0.0156879
962,02:36,-13.0,0.5775,0.01642348
963,02:38,-13.0,0.5875,0.01477558
964,02:41,-13.0,0.6,0.01664438
965,02:43,-13.0,0.61,0.01779208
966,02:46,-13.0,0.62,0.0179057
967,02:48,-13.0,0.6275,0.02123522
968,02:51,-13.0,0.6375,0.02062608
969,02:53,-13.0,0.6475,0.02350688
970,02:56,-13.0,0.66,0.025941040000000002
971,02:58,-13.0,0.67,0.029386799999999998
972,03:01,-13.0,0.68,0.03186492
973,03:04,-13.0,0.6875,0.03646152
974,03:07,-13.0,0.6975,0.04141628
975,03:10,-13.0,0.7075,0.047285139999999996
976,03:12,-13.0,0.72,0.055344120000000004
977,03:15,-13.0,0.73,0.06109856
978,03:17,-13.0,0.74,0.06634746
979,03:20,-13.0,0.75,0.07597728000000001
980,03:23,-13.0,0.7575,0.07947846
981,03:26,-13.0,0.7675,0.0857543
982,03:29,-13.0,0.7775,0.08317534
983,03:31,-13.0,0.79,0.09167984
984,03:34,-13.0,0.8,0.09628282
985,03:37,-13.0,0.81,0.10051598
986,03:40,-13.0,0.8175,0.10006828
987,03:42,-13.0,0.8275,0.1052498
988,03:45,-13.0,0.8375,0.1059094
989,03:48,-13.0,0.85,0.1094294
990,03:51,-13.0,0.86,0.108875
991,03:53,-13.0,0.87,0.1103386
992,03:56,-13.0,0.8775,0.1110214
993,03:59,-13.0,0.8875,0.1065786
994,04:01,-13.0,0.8975,0.1085402
995,04:04,-13.0,0.91,0.1084296
996,04:07,-13.0,0.92,0.1086992
997,04:09,-13.0,0.93,0.1104074
998,04:12,-13.0,0.9375,0.1106652
999,04:14,-13.0,0.9475,0.1088854
1000,04:17,-13.0,0.9575,0.1078514
1001,04:19,-13.0,0.97,0.1108692
1002,04:22,-13.0,0.98,0.1068496
1003,04:24,-13.0,0.99,0.1087668
1004,04:26,-13.0,1.0,0.1097832
1005,04:29,-13.0,1.0075,0.1120226
1006,04:31,-13.0,1.0175,0.110556
1007,04:33,-13.0,1.0275,0.1079956
1008,04:35,-13.0,1.0375,0.1082696
1009,04:38,-13.0,1.0475,0.1123974
1010,04:40,-13.0,1.0575,0.111581
1011,04:42,-13.0,1.07,0.1087684
1012,04:45,-13.0,1.08,0.1096622
1013,04:58,-14.0,0.3475,0.01895388
1014,05:01,-14.0,0.36,0.01453436
1015,05:04,-14.0,0.37,0.01407898
1016,05:06,-14.0,0.3775,0.0137316
1017,05:09,-14.0,0.3875,0.01474012
1018,05:11,-14.0,0.4,0.01330522
1019,05:14,-14.0,0.4075,0.01381836
1020,05:16,-14.0,0.4175,0.01747454
1021,05:19,-14.0,0.43,0.01464882
1022,05:22,-14.0,0.4375,0.01486722
1023,05:25,-14.0,0.4475,0.01525378
1024,05:27,-14.0,0.46,0.01431834
1025,05:30,-14.0,0.4675,0.01593328
1026,05:33,-14.0,0.4775,0.01553642
1027,05:35,-14.0,0.49,0.01372068
1028,05:38,-14.0,0.5,0.013052998
1029,05:41,-14.0,0.5075,0.0171916
1030,05:43,-14.0,0.5175,0.01317032
1031,05:46,-14.0,0.5275,0.01733128
1032,05:48,-14.0,0.54,0.01628438
1033,05:51,-14.0,0.55,0.0168998
1034,05:53,-14.0,0.56,0.01553468
1035,05:55,-14.0,0.5675,0.01537202
1036,05:57,-14.0,0.5775,0.019419600000000002
1037,06:00,-14.0,0.5875,0.01679912
1038,06:02,-14.0,0.6,0.02127936
1039,06:04,-14.0,0.61,0.018921260000000002
1040,06:07,-14.0,0.62,0.020438559999999998
1041,06:09,-14.0,0.6275,0.02422342
1042,06:11,-14.0,0.6375,0.02316362
1043,06:14,-14.0,0.6475,0.02979378
1044,06:16,-14.0,0.66,0.03007282
1045,06:18,-14.0,0.67,0.03459348
1046,06:21,-14.0,0.68,0.03747482
1047,06:23,-14.0,0.6875,0.04796288
1048,06:26,-14.0,0.6975,0.0498316
1049,06:29,-14.0,0.7075,0.05612234
1050,06:31,-14.0,0.72,0.0603736
1051,06:33,-14.0,0.73,0.06662908
1052,06:36,-14.0,0.74,0.0728645
1053,06:39,-14.0,0.75,0.07946602
1054,06:42,-14.0,0.7575,0.08617908
1055,06:44,-14.0,0.7675,0.08980692
1056,06:47,-14.0,0.7775,0.09048918
1057,06:49,-14.0,0.79,0.09617416
1058,06:51,-14.0,0.8,0.09864538
1059,06:54,-14.0,0.81,0.1022446
1060,06:56,-14.0,0.8175,0.1016318
1061,06:58,-14.0,0.8275,0.10523500000000001
1062,07:00,-14.0,0.8375,0.1046534
1063,07:03,-14.0,0.85,0.1045248
1064,07:05,-14.0,0.86,0.10583379999999999
1065,07:07,-14.0,0.87,0.1078418
1066,07:10,-14.0,0.8775,0.10726519999999999
1067,07:12,-14.0,0.8875,0.1108344
1068,07:14,-14.0,0.8975,0.1073366
1069,07:17,-14.0,0.91,0.1079806
1070,07:19,-14.0,0.92,0.1096466
1071,07:22,-14.0,0.93,0.1086892
1072,07:25,-14.0,0.9375,0.1075046
1073,07:27,-14.0,0.9475,0.1062814
1074,07:30,-14.0,0.9575,0.1077876
1075,07:32,-14.0,0.97,0.1087868
1076,07:35,-14.0,0.98,0.1086814
1077,07:38,-14.0,0.99,0.1069128
1078,07:40,-14.0,1.0,0.1118444
1079,07:43,-14.0,1.0075,0.108396
1080,07:46,-14.0,1.0175,0.1068584
1081,07:48,-14.0,1.0275,0.1063556
1082,07:51,-14.0,1.0375,0.1093994
1083,07:54,-14.0,1.0475,0.1087228
1084,07:56,-14.0,1.0575,0.107977
1085,07:59,-14.0,1.07,0.110643
1086,08:02,-14.0,1.08,0.1083218
1087,08:05,-14.0,1.09,0.1067152
1088,08:19,-15.0,0.34,0.017345140000000002
1089,08:21,-15.0,0.3475,0.01406166
1090,08:24,-15.0,0.36,0.014815680000000001
1091,08:26,-15.0,0.37,0.01610446
1092,08:29,-15.0,0.3775,0.012113259999999999
1093,08:31,-15.0,0.3875,0.01238732
1094,08:34,-15.0,0.4,0.01227645
1095,08:37,-15.0,0.4075,0.00938431
1096,08:40,-15.0,0.4175,0.010886382
1097,08:42,-15.0,0.43,0.01120034
1098,08:45,-15.0,0.4375,0.01375876
1099,08:47,-15.0,0.4475,0.01257258
1100,08:50,-15.0,0.46,0.009433832
1101,08:53,-15.0,0.4675,0.007944501999999999
1102,08:55,-15.0,0.4775,0.01380622
1103,08:58,-15.0,0.49,0.01330422
1104,09:01,-15.0,0.5,0.01174946
1105,09:03,-15.0,0.5075,0.01354048
1106,09:06,-15.0,0.5175,0.01248014
1107,09:09,-15.0,0.5275,0.008713038
1108,09:12,-15.0,0.54,0.01490342
1109,09:15,-15.0,0.55,0.008724068000000001
1110,09:17,-15.0,0.56,0.011021626
1111,09:20,-15.0,0.5675,0.01200388
1112,09:23,-15.0,0.5775,0.011080950000000001
1113,09:25,-15.0,0.5875,0.01652802
1114,09:27,-15.0,0.6,0.01837692
1115,09:30,-15.0,0.61,0.01829836
1116,09:32,-15.0,0.62,0.0233553
1117,09:34,-15.0,0.6275,0.02375764
1118,09:36,-15.0,0.6375,0.0263584
1119,09:39,-15.0,0.6475,0.02835942
1120,09:41,-15.0,0.66,0.0311478
1121,09:43,-15.0,0.67,0.03073084
1122,09:46,-15.0,0.68,0.0438205
1123,09:48,-15.0,0.6875,0.04689066
1124,09:50,-15.0,0.6975,0.05114992
1125,09:53,-15.0,0.7075,0.05742634
1126,09:55,-15.0,0.72,0.05824054
1127,09:57,-15.0,0.73,0.06495951999999999
1128,10:00,-15.0,0.74,0.07669643999999999
1129,10:02,-15.0,0.75,0.08012532
1130,10:04,-15.0,0.7575,0.08161944
1131,10:07,-15.0,0.7675,0.08461808
1132,10:09,-15.0,0.7775,0.092834
1133,10:11,-15.0,0.79,0.09554292
1134,10:13,-15.0,0.8,0.09771306
1135,10:16,-15.0,0.81,0.0997009
1136,10:18,-15.0,0.8175,0.09969418
1137,10:21,-15.0,0.8275,0.09942934
1138,10:24,-15.0,0.8375,0.09970034
1139,10:27,-15.0,0.85,0.1011616
1140,10:29,-15.0,0.86,0.1047648
1141,10:33,-15.0,0.87,0.10080998
1142,10:36,-15.0,0.8775,0.1046496
1143,10:39,-15.0,0.8875,0.09880681999999999
1144,10:41,-15.0,0.8975,0.1016456
1145,10:44,-15.0,0.91,0.10441779999999999
1146,10:47,-15.0,0.92,0.09603988
1147,10:49,-15.0,0.93,0.10248325999999999
1148,10:52,-15.0,0.9375,0.09758666
1149,10:55,-15.0,0.9475,0.10387980000000001
1150,10:57,-15.0,0.9575,0.10124736
1151,11:00,-15.0,0.97,0.102602
1152,11:03,-15.0,0.98,0.104843
1153,11:06,-15.0,0.99,0.10266360000000001
1154,11:09,-15.0,1.0,0.1051736
1155,11:12,-15.0,1.0075,0.1072564
1156,11:15,-15.0,1.0175,0.1065912
1157,11:17,-15.0,1.0275,0.1069046
1158,11:20,-15.0,1.0375,0.1056064
1159,11:22,-15.0,1.0475,0.107158
1160,11:25,-15.0,1.0575,0.1020804
1161,11:28,-15.0,1.07,0.1051272
1162,11:31,-15.0,1.08,0.1014992
1163,11:46,-16.0,0.33,0.008596886
1164,11:48,-16.0,0.34,0.01129098
1165,11:51,-16.0,0.3475,0.008433942
1166,11:53,-16.0,0.36,0.0126608
1167,11:55,-16.0,0.37,0.01526778
1168,11:58,-16.0,0.3775,0.01319412
1169,12:00,-16.0,0.3875,0.00899578
1170,12:02,-16.0,0.4,0.0103322
1171,12:04,-16.0,0.4075,0.014196279999999999
1172,12:07,-16.0,0.4175,0.010285758
1173,12:09,-16.0,0.43,0.01238358
1174,12:11,-16.0,0.4375,0.010377394
1175,12:13,-16.0,0.4475,0.011033339999999999
1176,12:16,-16.0,0.46,0.01223714
1177,12:18,-16.0,0.4675,0.01112344
1178,12:21,-16.0,0.4775,0.01268434
1179,12:23,-16.0,0.49,0.009412746
1180,12:26,-16.0,0.5,0.013584480000000001
1181,12:28,-16.0,0.5075,0.01274666
1182,12:31,-16.0,0.5175,0.01214
1183,12:33,-16.0,0.5275,0.006999954
1184,12:36,-16.0,0.54,0.01466608
1185,12:39,-16.0,0.55,0.014518920000000001
1186,12:42,-16.0,0.56,0.01310296
1187,12:45,-16.0,0.5675,0.01663002
1188,12:47,-16.0,0.5775,0.01491292
1189,12:50,-16.0,0.5875,0.01762368
1190,12:53,-16.0,0.6,0.0195086
1191,12:56,-16.0,0.61,0.0240648
1192,12:59,-16.0,0.62,0.02229962
1193,13:01,-16.0,0.6275,0.02907548
1194,13:04,-16.0,0.6375,0.03150232
1195,13:06,-16.0,0.6475,0.03298264
1196,13:09,-16.0,0.66,0.04314062
1197,13:12,-16.0,0.67,0.041995
1198,13:15,-16.0,0.68,0.04826276
1199,13:18,-16.0,0.6875,0.0563912
1200,13:20,-16.0,0.6975,0.0576597
1201,13:23,-16.0,0.7075,0.06340678
1202,13:25,-16.0,0.72,0.06672854
1203,13:27,-16.0,0.73,0.07422461999999999
1204,13:30,-16.0,0.74,0.0775894
1205,13:33,-16.0,0.75,0.08658628
1206,13:35,-16.0,0.7575,0.08379316
1207,13:38,-16.0,0.7675,0.08823378
1208,13:41,-16.0,0.7775,0.09269986
1209,13:43,-16.0,0.79,0.09657291999999999
1210,13:46,-16.0,0.8,0.09842972
1211,13:49,-16.0,0.81,0.09826712
1212,13:51,-16.0,0.8175,0.1005219
1213,13:54,-16.0,0.8275,0.105298
1214,13:56,-16.0,0.8375,0.1035892
1215,13:59,-16.0,0.85,0.1040464
1216,14:02,-16.0,0.86,0.1053532
1217,14:04,-16.0,0.87,0.1059956
1218,14:07,-16.0,0.8775,0.1045942
1219,14:09,-16.0,0.8875,0.1070098
1220,14:11,-16.0,0.8975,0.1044892
1221,14:14,-16.0,0.91,0.10517359999999999
1222,14:17,-16.0,0.92,0.1064316
1223,14:19,-16.0,0.93,0.1051908
1224,14:22,-16.0,0.9375,0.1037014
1225,14:24,-16.0,0.9475,0.10295699999999999
1226,14:27,-16.0,0.9575,0.107268
1227,14:29,-16.0,0.97,0.1063378
1228,14:32,-16.0,0.98,0.1056938
1229,14:35,-16.0,0.99,0.1048534
1230,14:37,-16.0,1.0,0.1060894
1231,14:40,-16.0,1.0075,0.106585
1232,14:42,-16.0,1.0175,0.1050414
1233,14:45,-16.0,1.0275,0.1037532
1234,14:48,-16.0,1.0375,0.104292
1235,14:51,-16.0,1.0475,0.108445
1236,14:53,-16.0,1.0575,0.1041278
1237,14:55,-16.0,1.07,0.1049306
1238,15:09,-17.0,0.2875,0.01687516
1239,15:11,-17.0,0.3,0.01617946
1240,15:13,-17.0,0.31,0.01148882
1241,15:16,-17.0,0.3175,0.01322716
1242,15:18,-17.0,0.33,0.01189602
1243,15:20,-17.0,0.34,0.01239768
1244,15:23,-17.0,0.3475,0.012974939999999999
1245,15:26,-17.0,0.36,0.011443762
1246,15:29,-17.0,0.37,0.010329582
1247,15:31,-17.0,0.3775,0.009462226
1248,15:34,-17.0,0.3875,0.009711494
1249,15:36,-17.0,0.4,0.0151562
1250,15:39,-17.0,0.4075,0.011528302
1251,15:42,-17.0,0.4175,0.014067679999999999
1252,15:44,-17.0,0.43,0.01091948
1253,15:47,-17.0,0.4375,0.01377108
1254,15:50,-17.0,0.4475,0.010333598
1255,15:52,-17.0,0.46,0.013756599999999999
1256,15:55,-17.0,0.4675,0.01278692
1257,15:58,-17.0,0.4775,0.010978710000000001
1258,16:00,-17.0,0.49,0.01298708
1259,16:03,-17.0,0.5,0.01540544
1260,16:05,-17.0,0.5075,0.01372576
1261,16:08,-17.0,0.5175,0.01542568
1262,16:11,-17.0,0.5275,0.01405958
1263,16:13,-17.0,0.54,0.017463760000000002
1264,16:16,-17.0,0.55,0.01503924
1265,16:19,-17.0,0.56,0.01731216
1266,16:21,-17.0,0.5675,0.01976234
1267,16:24,-17.0,0.5775,0.017418
1268,16:26,-17.0,0.5875,0.0240549
1269,16:29,-17.0,0.6,0.02854034
1270,16:32,-17.0,0.61,0.02739778
1271,16:34,-17.0,0.62,0.02976028
1272,16:37,-17.0,0.6275,0.031594159999999996
1273,16:39,-17.0,0.6375,0.03516464
1274,16:42,-17.0,0.6475,0.04273088
